Code_commune_INSEE;Nom_commune;Code_postal;Prefix_codpos;Libelle_acheminement;Libelle_acheminement_len;Ligne_5;coordonnees_gps
1450;VILLIEU LOYES MOLLON;1800;18;VILLIEU LOYES MOLLON;20;MOLLON;45.8984701804, 5.16340257624
1452;VIRIEU LE GRAND;1510;15;VIRIEU LE GRAND;15;;45.8480243468, 5.61949053703
1457;VONNAS;1540;15;VONNAS;6;;46.2212986861, 4.98198011208
40237;PRECHACQ LES BAINS;40465;40;PRECHACQ LES BAINS;18;;43.8185485328, -0.958961434744
40253;ST CRICQ CHALOSSE;40700;40;ST CRICQ CHALOSSE;17;;43.6284704452, -0.593663357831
40255;ST CRICQ VILLENEUVE;40190;40;ST CRICQ VILLENEUVE;19;;43.871288496, -0.280067708778
40259;ST GEIN;40190;40;ST GEIN;7;;43.871288496, -0.280067708778
40261;ST GEOURS DE MAREMNE;40230;40;ST GEOURS DE MAREMNE;20;;43.6512519918, -1.29308323457
40267;ST JUSTIN;40240;40;ST JUSTIN;9;;44.039693105, -0.124217127832
40273;ST MARTIN DE SEIGNANX;40390;40;ST MARTIN DE SEIGNANX;21;;43.5480174741, -1.31735652925
40274;ST MARTIN D ONEY;40090;40;ST MARTIN D ONEY;16;;43.9330733573, -0.526576956114
40279;ST PAUL LES DAX;40990;40;ST PAUL LES DAX;15;;43.7691479541, -1.07410585262
40282;ST SEVER;40500;40;ST SEVER;8;;43.7482690127, -0.55557337698
40286;SAMADET;40320;40;SAMADET;7;;43.6361966874, -0.398205389368
40302;SINDERES;40110;40;SINDERES;8;;44.0292859591, -0.886711370847
40319;TRENSACQ;40630;40;TRENSACQ;8;;44.158641182, -0.72802164635
40321;URGONS;40320;40;URGONS;6;;43.6361966874, -0.398205389368
40323;VERT;40420;40;VERT;4;;44.093205309, -0.572816204392
40326;VIELLE ST GIRONS;40560;40;VIELLE ST GIRONS;16;;43.9396188358, -1.32531698317
40328;VIEUX BOUCAU LES BAINS;40480;40;VIEUX BOUCAU LES BAINS;22;;43.7875634884, -1.396724511
40330;VILLENAVE;40110;40;VILLENAVE;9;;44.0292859591, -0.886711370847
40331;VILLENEUVE DE MARSAN;40190;40;VILLENEUVE DE MARSAN;20;;43.871288496, -0.280067708778
41001;AMBLOY;41310;41;AMBLOY;6;;47.6757270019, 0.971700529212
41002;ANGE;41400;41;ANGE;4;;47.3654199665, 1.20385620984
41003;AREINES;41100;41;AREINES;7;;47.7958875456, 1.08517010385
41011;BAIGNEAUX;41290;41;BAIGNEAUX;9;;47.8184890364, 1.28159581607
41016;BILLY;41130;41;BILLY;5;;47.2869148603, 1.56604401374
41019;BOISSEAU;41290;41;BOISSEAU;8;;47.8184890364, 1.28159581607
41030;CELLE;41360;41;CELLE;5;;47.8537508655, 0.866594114079
41039;LA CHAPELLE ST MARTIN EN PLAINE;41500;41;LA CHAPELLE ST MARTIN EN PLAINE;31;;47.71251709, 1.45455660372
41045;CHAUMONT SUR LOIRE;41150;41;CHAUMONT SUR LOIRE;18;;47.5039093884, 1.16734391368
41054;CHOUSSY;41700;41;CHOUSSY;7;;47.4202641099, 1.43957807464
41060;CORMENON;41170;41;CORMENON;8;;48.001846481, 0.898958173077
41063;COUFFY;41110;41;COUFFY;6;;47.2568714, 1.34079255884
41065;COULOMMIERS LA TOUR;41100;41;COULOMMIERS LA TOUR;19;;47.7958875456, 1.08517010385
41074;DHUIZON;41220;41;DHUIZON;7;;47.6522187818, 1.66627730575
41077;EPIAIS;41290;41;EPIAIS;6;;47.8184890364, 1.28159581607
41080;FAVEROLLES SUR CHER;41400;41;FAVEROLLES SUR CHER;19;;47.3654199665, 1.20385620984
41082;FEINGS;41120;41;FEINGS;6;;47.4832533202, 1.32493018279
41087;FONTAINE LES COTEAUX;41800;41;FONTAINE LES COTEAUX;20;;47.7461003393, 0.784594265215
41099;GY EN SOLOGNE;41230;41;GY EN SOLOGNE;13;;47.4244466652, 1.62575869616
41119;LORGES;41370;41;LORGES;6;;47.8058301637, 1.43534986188
41123;MARCHENOIR;41370;41;MARCHENOIR;10;;47.8058301637, 1.43534986188
41125;MARCILLY EN GAULT;41210;41;MARCILLY EN GAULT;17;;47.5196740684, 1.85287131674
41127;LA MAROLLE EN SOLOGNE;41210;41;LA MAROLLE EN SOLOGNE;21;;47.5196740684, 1.85287131674
41137;MESLAND;41150;41;MESLAND;7;;47.5039093884, 1.16734391368
41138;MESLAY;41100;41;MESLAY;6;;47.7958875456, 1.08517010385
41140;MILLANCAY;41200;41;MILLANCAY;9;;47.3811514911, 1.76608679793
41141;MOISY;41160;41;MOISY;5;;47.9130390568, 1.2078402544
41146;MONTHOU SUR CHER;41400;41;MONTHOU SUR CHER;16;;47.3654199665, 1.20385620984
41148;MONTLIVAULT;41350;41;MONTLIVAULT;11;;47.5967187787, 1.41738581826
41171;OUCQUES;41290;41;OUCQUES;7;;47.8184890364, 1.28159581607
41172;OUZOUER LE DOYEN;41160;41;OUZOUER LE DOYEN;16;;47.9130390568, 1.2078402544
41173;BEAUCE LA ROMAINE;41240;41;BEAUCE LA ROMAINE;17;VERDES;47.883516552, 1.48678396082
41177;LE PLESSIS DORIN;41170;41;LE PLESSIS DORIN;16;;48.001846481, 0.898958173077
41181;POUILLE;41110;41;POUILLE;7;;47.2568714, 1.34079255884
41184;PRUNAY CASSEREAU;41310;41;PRUNAY CASSEREAU;16;;47.6757270019, 0.971700529212
41187;RENAY;41100;41;RENAY;5;;47.7958875456, 1.08517010385
41191;ROCHES;41370;41;ROCHES;6;;47.8058301637, 1.43534986188
41196;RUAN SUR EGVONNE;41270;41;RUAN SUR EGVONNE;16;;48.017522344, 1.05846733873
41199;ST AMAND LONGPRE;41310;41;ST AMAND LONGPRE;16;;47.6757270019, 0.971700529212
41205;ST CYR DU GAULT;41190;41;ST CYR DU GAULT;15;;47.6158784323, 1.13032503262
41225;ST MARTIN DES BOIS;41800;41;ST MARTIN DES BOIS;18;;47.7461003393, 0.784594265215
41228;ST RIMAY;41800;41;ST RIMAY;8;;47.7461003393, 0.784594265215
41235;SARGE SUR BRAYE;41170;41;SARGE SUR BRAYE;15;;48.001846481, 0.898958173077
41265;TROO;41800;41;TROO;4;;47.7461003393, 0.784594265215
41266;VALAIRE;41120;41;VALAIRE;7;;47.4832533202, 1.32493018279
41286;VILLEPORCHER;41310;41;VILLEPORCHER;12;;47.6757270019, 0.971700529212
41287;VILLERABLE;41100;41;VILLERABLE;10;;47.7958875456, 1.08517010385
41289;VILLERMAIN;41240;41;VILLERMAIN;10;;47.883516552, 1.48678396082
42009;ARTHUN;42130;42;ARTHUN;6;;45.7452665398, 4.00810157042
42033;LE CERGNE;42460;42;LE CERGNE;9;;46.0939983063, 4.24843204854
42035;CEZAY;42130;42;CEZAY;5;;45.7452665398, 4.00810157042
42039;CHALMAZEL JEANSAGNIERE;42920;42;CHALMAZEL JEANSAGNIERE;22;;45.6983422849, 3.82487008798
42046;CHAMPDIEU;42600;42;CHAMPDIEU;9;;45.6194255891, 4.06119351589
42051;LA CHAPELLE VILLARS;42410;42;LA CHAPELLE VILLARS;19;;45.4391960576, 4.69147346638
42059;CHAZELLES SUR LYON;42140;42;CHAZELLES SUR LYON;18;;45.6127520472, 4.40276527786
42082;DANCE;42260;42;DANCE;5;;45.8652813058, 3.98967950475
42085;DOIZIEUX;42740;42;DOIZIEUX;8;;45.4411267885, 4.58408605646
42086;ECOCHE;42670;42;ECOCHE;6;;46.1669318835, 4.36381176292
42087;ECOTAY L OLME;42600;42;ECOTAY L OLME;13;;45.6194255891, 4.06119351589
42092;L ETRAT;42580;42;L ETRAT;7;;45.4919279434, 4.38174482251
42099;FRAISSES;42490;42;FRAISSES;8;;45.3844645276, 4.26055946433
42118;LAY;42470;42;LAY;3;;45.9509348, 4.21878807509
42123;LORETTE;42420;42;LORETTE;7;;45.5109070676, 4.58167229649
42125;LURE;42260;42;LURE;4;;45.8652813058, 3.98967950475
42136;MARCOUX;42130;42;MARCOUX;7;;45.7452665398, 4.00810157042
38511;LE TOUVET;38660;38;LE TOUVET;9;;45.3559962424, 5.91818408671
38529;VAULNAVEYS LE HAUT;38410;38;VAULNAVEYS LE HAUT;18;URIAGE;45.1312146211, 5.85219394747
38539;VERTRIEU;38390;38;VERTRIEU;8;;45.8230922038, 5.37490015594
38543;VEZERONCE CURTIN;38510;38;VEZERONCE CURTIN;16;CURTIN;45.7026691916, 5.45358290741
38548;VILLARD DE LANS;38250;38;VILLARD DE LANS;15;;45.0702412058, 5.55481376045
38559;VINAY;38470;38;VINAY;5;;45.2139370444, 5.41220612601
39054;BIEFMORIN;39800;39;BIEFMORIN;9;;46.840381623, 5.68546108472
39070;BOURG DE SIROD;39300;39;BOURG DE SIROD;14;;46.7556867768, 5.90281733737
39079;BRIOD;39570;39;BRIOD;5;;46.65517776, 5.57390144978
39086;CERNON;39240;39;CERNON;6;;46.3647092141, 5.55936987641
39096;CHAMPAGNEY;39290;39;CHAMPAGNEY;10;;47.2159380749, 5.52780674218
39101;CHAMPVANS;39100;39;CHAMPVANS;9;;47.081657682, 5.47646341998
39106;CHARCHILLA;39260;39;CHARCHILLA;10;;46.4403663302, 5.71909726645
39122;CHATILLON;39130;39;CHATILLON;9;;46.5974008072, 5.7778821985
39132;LA CHAUX EN BRESSE;39230;39;LA CHAUX EN BRESSE;18;;46.8351760526, 5.52787683557
39136;CHEMENOT;39230;39;CHEMENOT;8;;46.8351760526, 5.52787683557
1004;AMBERIEU EN BUGEY;1500;15;AMBERIEU EN BUGEY;17;;45.9756078125, 5.34313562094
1007;AMBRONAY;1500;15;AMBRONAY;8;;45.9756078125, 5.34313562094
1010;ANGLEFORT;1350;13;ANGLEFORT;9;;45.8543854094, 5.76557245306
1011;APREMONT;1100;11;APREMONT;8;;46.2468792013, 5.65226081977
1016;ARBIGNY;1190;11;ARBIGNY;7;;46.4316836316, 4.96424452785
1025;BAGE LA VILLE;1380;13;BAGE LA VILLE;13;;46.3161847468, 4.97400450524
1027;BALAN;1360;13;BALAN;5;;45.8283269463, 5.15327415034
1028;BANEINS;1990;19;BANEINS;7;;46.0766987934, 4.89959868147
1032;BELIGNEUX;1360;13;BELIGNEUX;9;LA VALBONNE;45.8283269463, 5.15327415034
1040;BEREZIAT;1340;13;BEREZIAT;8;;46.3400485451, 5.13297724307
1042;BEY;1290;12;BEY;3;;46.2466681, 4.88543738301
1043;BEYNOST;1700;17;BEYNOST;7;;45.8388521429, 4.95806179291
1044;BILLIAT;1200;12;BILLIAT;7;;46.1338706653, 5.81259483702
1049;LA BOISSE;1120;11;LA BOISSE;9;;45.8725197955, 5.04054729356
1060;BRENOD;1110;11;BRENOD;6;;45.9724218119, 5.577110369
1064;BRIORD;1470;14;BRIORD;6;;45.805864462, 5.47727707691
1069;CERTINES;1240;12;CERTINES;8;;46.0916655381, 5.14797548998
1079;CHAMPAGNE EN VALROMEY;1260;12;CHAMPAGNE EN VALROMEY;21;;45.9506630232, 5.68746147482
1089;CHATEAU GAILLARD;1500;15;CHATEAU GAILLARD;16;;45.9756078125, 5.34313562094
1094;CHAVANNES SUR REYSSOUZE;1190;11;CHAVANNES SUR REYSSOUZE;23;;46.4316836316, 4.96424452785
1105;CIVRIEUX;1390;13;CIVRIEUX;8;;45.9283135136, 4.92727608131
1111;CONAND;1230;12;CONAND;6;;45.9329292993, 5.4692328328
1118;CORBONOD;1420;14;CORBONOD;8;;45.9853522838, 5.7838620591
1124;CORMOZ;1560;15;CORMOZ;6;;46.44295833, 5.12304891736
1134;CROTTET;1290;12;CROTTET;7;;46.2466681, 4.88543738301
1135;CROZET;1170;11;CROZET;6;;46.3286268081, 6.03059799732
1141;CUZIEU;1300;13;CUZIEU;6;;45.7328309975, 5.65715901636
1147;DOMSURE;1270;12;DOMSURE;7;;46.3890219242, 5.30343220636
1156;FARAMANS;1800;18;FARAMANS;8;;45.8984701804, 5.16340257624
1158;FARGES;1550;15;FARGES;6;;46.1521009626, 5.90976446888
1165;FRANCHELEINS;1090;10;FRANCHELEINS;12;;46.0869886552, 4.79611073763
1166;FRANS;1480;14;FRANS;5;;46.0178170669, 4.81482624573
1170;BEARD GEOVREISSIAT;1460;14;BEARD GEOVREISSIAT;18;;46.1732029522, 5.56455683284
1174;GIRON;1130;11;GIRON;5;;46.1948352393, 5.7148151411
1177;GRAND CORENT;1250;12;GRAND CORENT;12;;46.2066710432, 5.38605889851
1187;HAUT VALROMEY;1260;12;HAUT VALROMEY;13;SONGIEU;45.9506630232, 5.68746147482
1206;LANTENAY;1430;14;LANTENAY;8;;46.1000038391, 5.54230808548
1212;LESCHEROUX;1560;15;LESCHEROUX;10;;46.44295833, 5.12304891736
1215;LHOPITAL;1420;14;LHOPITAL;8;;45.9853522838, 5.7838620591
1218;LOCHIEU;1260;12;LOCHIEU;7;;45.9506630232, 5.68746147482
1224;LOYETTES;1360;13;LOYETTES;8;;45.8283269463, 5.15327415034
1227;MAGNIEU;1300;13;MAGNIEU;7;;45.7328309975, 5.65715901636
1232;MARBOZ;1851;18;MARBOZ;6;;46.3443305857, 5.24375404397
1235;MARLIEUX;1240;12;MARLIEUX;8;;46.0916655381, 5.14797548998
1246;MEZERIAT;1660;16;MEZERIAT;8;;46.2212048437, 5.05767036024
1254;MONTAGNAT;1250;12;MONTAGNAT;9;;46.2066710432, 5.38605889851
1260;LE MONTELLIER;1800;18;LE MONTELLIER;13;;45.8984701804, 5.16340257624
1261;MONTHIEUX;1390;13;MONTHIEUX;9;;45.9283135136, 4.92727608131
1263;MONTMERLE SUR SAONE;1090;10;MONTMERLE SUR SAONE;19;;46.0869886552, 4.79611073763
1264;MONTRACOL;1310;13;MONTRACOL;9;;46.2412963633, 5.11553315012
1273;NEUVILLE SUR AIN;1160;11;NEUVILLE SUR AIN;16;;46.0747014809, 5.31394582841
1283;OYONNAX;1100;11;OYONNAX;7;;46.2468792013, 5.65226081977
1283;OYONNAX;1100;11;OYONNAX;7;BOUVENT;46.2468792013, 5.65226081977
1286;PARVES ET NATTAGES;1300;13;PARVES ET NATTAGES;18;NATTAGES;45.7328309975, 5.65715901636
1291;PERREX;1540;15;PERREX;6;;46.2212986861, 4.98198011208
1297;PIZAY;1120;11;PIZAY;5;;45.8725197955, 5.04054729356
1299;LE PLANTAY;1330;13;LE PLANTAY;10;;45.9976909227, 5.02164504767
1313;PREVESSIN MOENS;1280;12;PREVESSIN MOENS;15;;46.2579919706, 6.07173985899
1313;PREVESSIN MOENS;1280;12;PREVESSIN MOENS;15;MOENS;46.2579919706, 6.07173985899
1317;RAMASSE;1250;12;RAMASSE;7;;46.2066710432, 5.38605889851
1322;REYRIEUX;1600;16;REYRIEUX;8;;45.9478092043, 4.80583207499
1325;RIGNIEUX LE FRANC;1800;18;RIGNIEUX LE FRANC;17;;45.8984701804, 5.16340257624
1343;ST CYR SUR MENTHON;1380;13;ST CYR SUR MENTHON;18;;46.3161847468, 4.97400450524
1344;ST DENIS LES BOURG;1000;10;ST DENIS LES BOURG;18;;46.2069478835, 5.22442559307
1347;ST DIDIER DE FORMANS;1600;16;ST DIDIER DE FORMANS;20;;45.9478092043, 4.80583207499
1348;ST DIDIER SUR CHALARONNE;1140;11;ST DIDIER SUR CHALARONNE;24;;46.1670266686, 4.8459954399
1350;ST ETIENNE DU BOIS;1370;13;ST ETIENNE DU BOIS;18;;46.2853749129, 5.32614321781
1351;ST ETIENNE SUR CHALARONNE;1140;11;ST ETIENNE SUR CHALARONNE;25;;46.1670266686, 4.8459954399
1354;ST GENIS POUILLY;1630;16;ST GENIS POUILLY;16;;46.2145490709, 5.95816552297
1357;ST GERMAIN DE JOUX;1130;11;ST GERMAIN DE JOUX;18;;46.1948352393, 5.7148151411
1364;ST JEAN SUR REYSSOUZE;1560;15;ST JEAN SUR REYSSOUZE;21;;46.44295833, 5.12304891736
1365;ST JEAN SUR VEYLE;1290;12;ST JEAN SUR VEYLE;17;;46.2466681, 4.88543738301
1370;ST LAURENT SUR SAONE;1750;17;ST LAURENT SUR SAONE;20;;46.2973437135, 4.87546330177
1382;STE OLIVE;1330;13;STE OLIVE;9;;45.9976909227, 5.02164504767
1385;ST REMY;1310;13;ST REMY;7;;46.2412963633, 5.11553315012
1390;ST VULBAS;1150;11;ST VULBAS;9;;45.8772713832, 5.32595701713
1396;SAULT BRENAZ;1150;11;SAULT BRENAZ;12;;45.8772713832, 5.32595701713
1398;SAVIGNEUX;1480;14;SAVIGNEUX;9;;46.0178170669, 4.81482624573
1400;SEILLONNAZ;1470;14;SEILLONNAZ;10;;45.805864462, 5.47727707691
1402;SERMOYER;1190;11;SERMOYER;8;;46.4316836316, 4.96424452785
1407;SEYSSEL;1420;14;SEYSSEL;7;;45.9853522838, 5.7838620591
1429;VANDEINS;1660;16;VANDEINS;8;;46.2212048437, 5.05767036024
1443;VILLARS LES DOMBES;1330;13;VILLARS LES DOMBES;18;;45.9976909227, 5.02164504767
1450;VILLIEU LOYES MOLLON;1800;18;VILLIEU LOYES MOLLON;20;;45.8984701804, 5.16340257624
1453;VIRIEU LE PETIT;1260;12;VIRIEU LE PETIT;15;;45.9506630232, 5.68746147482
1454;VIRIGNIN;1300;13;VIRIGNIN;8;;45.7328309975, 5.65715901636
2001;ABBECOURT;2300;23;ABBECOURT;9;;49.5817295222, 3.19169688143
2012;AMBRIEF;2200;22;AMBRIEF;7;;49.3519078898, 3.32022130463
2039;AUTREMENCOURT;2250;22;AUTREMENCOURT;13;;49.738528886, 3.80415822108
2053;VALLEES EN CHAMPAGNE;2330;23;VALLEES EN CHAMPAGNE;20;LA CHAPELLE MONTHODON;48.9761149923, 3.54081832468
2065;BELLICOURT;2420;24;BELLICOURT;10;;49.965313712, 3.25435934968
2067;BERGUES SUR SAMBRE;2450;24;BERGUES SUR SAMBRE;18;;50.0067534754, 3.69457044766
2074;BERTAUCOURT EPOURDON;2800;28;BERTAUCOURT EPOURDON;20;;49.6765246538, 3.39232111371
2077;BERZY LE SEC;2200;22;BERZY LE SEC;12;;49.3519078898, 3.32022130463
2078;BESME;2300;23;BESME;5;;49.5817295222, 3.19169688143
2082;BEUGNEUX;2210;22;BEUGNEUX;8;;49.2129002416, 3.35011614589
2084;BEZU LE GUERY;2310;23;BEZU LE GUERY;13;;48.9875725146, 3.27825135374
2100;BONY;2420;24;BONY;4;;49.965313712, 3.25435934968
2114;BRASLES;2400;24;BRASLES;7;;49.0643447361, 3.3912505936
2126;BRUNEHAMEL;2360;23;BRUNEHAMEL;10;;49.7487127053, 4.14397175229
12147;MONTAGNOL;12360;12;MONTAGNOL;9;CENOMES;43.7904240706, 2.95795996186
12149;MONTCLAR;12550;12;MONTCLAR;8;;43.9452392779, 2.61731670514
11111;CRUSCADES;11200;11;CRUSCADES;9;;43.1662010238, 2.78892059953
11112;CUBIERES SUR CINOBLE;11190;11;CUBIERES SUR CINOBLE;20;;42.9166610889, 2.34707884311
11113;CUCUGNAN;11350;11;CUCUGNAN;8;;42.8796650781, 2.66522654176
11121;DONAZAC;11240;11;DONAZAC;7;;43.1188469018, 2.06671991119
11133;FAJAC EN VAL;11220;11;FAJAC EN VAL;12;;43.0809470716, 2.59145854442
11142;FESTES ET ST ANDRE;11300;11;FESTES ET ST ANDRE;18;;43.0486403902, 2.18021479284
11147;FONTANES DE SAULT;11140;11;FONTANES DE SAULT;17;;42.7657925357, 2.16672255446
11148;FONTCOUVERTE;11700;11;FONTCOUVERTE;12;;43.2164263433, 2.63518086038
11152;FONTJONCOUSE;11360;11;FONTJONCOUSE;12;;42.9848553966, 2.7967793394
11160;GALINAGUES;11140;11;GALINAGUES;10;;42.7657925357, 2.16672255446
11162;GENERVILLE;11270;11;GENERVILLE;10;;43.1822151687, 1.96656505821
11164;GINESTAS;11120;11;GINESTAS;8;;43.2793720392, 2.88392060651
11169;GREFFEIL;11250;11;GREFFEIL;8;;43.0946347739, 2.34321262347
11170;GRUISSAN;11430;11;GRUISSAN;8;;43.1033671547, 3.08203415117
11172;HOMPS;11200;11;HOMPS;5;;43.1662010238, 2.78892059953
11175;ISSEL;11400;11;ISSEL;5;;43.3333084343, 1.97819883163
11177;JOUCOU;11140;11;JOUCOU;6;;42.7657925357, 2.16672255446
11180;LABASTIDE ESPARBAIRENQUE;11380;11;LABASTIDE ESPARBAIRENQUE;24;;43.3945963595, 2.38722889335
11182;LACOMBE;11310;11;LACOMBE;7;;43.3722409402, 2.17410983728
11185;LAGRASSE;11220;11;LAGRASSE;8;;43.0809470716, 2.59145854442
11189;LAPRADE;11390;11;LAPRADE;7;;43.3925599417, 2.2792029886
11190;LA REDORTE;11700;11;LA REDORTE;10;;43.2164263433, 2.63518086038
11192;LASBORDES;11400;11;LASBORDES;9;;43.3333084343, 1.97819883163
11196;LAURAC;11270;11;LAURAC;6;;43.1822151687, 1.96656505821
11202;LEUCATE;11370;11;LEUCATE;7;;42.8990754596, 3.02622378383
11202;LEUCATE;11370;11;LEUCATE;7;PORT LEUCATE;42.8990754596, 3.02622378383
11212;MAILHAC;11120;11;MAILHAC;7;;43.2793720392, 2.88392060651
11226;MAYREVILLE;11420;11;MAYREVILLE;10;;43.2067830751, 1.79388571157
11230;MERIAL;11140;11;MERIAL;6;;42.7657925357, 2.16672255446
11241;MONTBRUN DES CORBIERES;11700;11;MONTBRUN DES CORBIERES;22;;43.2164263433, 2.63518086038
11242;MONTCLAR;11250;11;MONTCLAR;8;;43.0946347739, 2.34321262347
11246;MONTGRADAIL;11240;11;MONTGRADAIL;11;;43.1188469018, 2.06671991119
11247;MONTHAUT;11240;11;MONTHAUT;8;;43.1188469018, 2.06671991119
11251;MONTLAUR;11220;11;MONTLAUR;8;;43.0809470716, 2.59145854442
11255;MONTREDON DES CORBIERES;11100;11;MONTREDON DES CORBIERES;23;;43.1614428329, 3.00768633064
11260;MOUTHOUMET;11330;11;MOUTHOUMET;10;;42.9592043622, 2.54502712372
11264;NEVIAN;11200;11;NEVIAN;6;;43.1662010238, 2.78892059953
11270;PADERN;11350;11;PADERN;6;;42.8796650781, 2.66522654176
11279;PENNAUTIER;11610;11;PENNAUTIER;10;;43.2600787186, 2.30202617457
11283;PEYREFITTE SUR L HERS;11420;11;PEYREFITTE SUR L HERS;21;;43.2067830751, 1.79388571157
11285;PEYRIAC DE MER;11440;11;PEYRIAC DE MER;14;;43.0899544333, 2.94880546616
11288;PEZENS;11170;11;PEZENS;6;;43.2815047945, 2.19442534937
11293;POMAS;11250;11;POMAS;5;;43.0946347739, 2.34321262347
11297;PRADELLES CABARDES;11380;11;PRADELLES CABARDES;18;;43.3945963595, 2.38722889335
11298;PRADELLES EN VAL;11220;11;PRADELLES EN VAL;16;;43.0809470716, 2.59145854442
11299;PREIXAN;11250;11;PREIXAN;7;;43.0946347739, 2.34321262347
11302;PUILAURENS;11140;11;PUILAURENS;10;LAPRADELLE;42.7657925357, 2.16672255446
11304;QUILLAN;11500;11;QUILLAN;7;BRENAC;42.8642681542, 2.2143101342
11314;RIEUX EN VAL;11220;11;RIEUX EN VAL;12;;43.0809470716, 2.59145854442
11318;ROQUECOURBE MINERVOIS;11700;11;ROQUECOURBE MINERVOIS;21;;43.2164263433, 2.63518086038
11320;ROQUEFEUIL;11340;11;ROQUEFEUIL;10;;42.8370630944, 1.98179772961
11321;ROQUEFORT DE SAULT;11140;11;ROQUEFORT DE SAULT;18;;42.7657925357, 2.16672255446
11335;STE COLOMBE SUR GUETTE;11140;11;STE COLOMBE SUR GUETTE;22;;42.7657925357, 2.16672255446
11338;ST COUAT DU RAZES;11300;11;ST COUAT DU RAZES;17;;43.0486403902, 2.18021479284
11351;ST LAURENT DE LA CABRERISSE;11220;11;ST LAURENT DE LA CABRERISSE;27;;43.0809470716, 2.59145854442
11361;ST PAPOUL;11400;11;ST PAPOUL;9;;43.3333084343, 1.97819883163
11367;SAISSAC;11310;11;SAISSAC;7;;43.3722409402, 2.17410983728
11385;SOUPEX;11320;11;SOUPEX;6;;43.3837467528, 1.85528043392
11397;TREBES;11800;11;TREBES;6;;43.2182954878, 2.49172141797
11400;TREZIERS;11230;11;TREZIERS;8;;42.9737220665, 2.02689573941
11412;VILLARDEBELLE;11580;11;VILLARDEBELLE;13;;43.0019735527, 2.32970366921
11417;VILLARZEL DU RAZES;11300;11;VILLARZEL DU RAZES;18;;43.0486403902, 2.18021479284
11429;VILLEMOUSTAUSSOU;11620;11;VILLEMOUSTAUSSOU;16;;43.2496570838, 2.3662986021
11431;VILLENEUVE LES CORBIERES;11360;11;VILLENEUVE LES CORBIERES;24;;42.9848553966, 2.7967793394
12023;LA BASTIDE SOLAGES;12550;12;LA BASTIDE SOLAGES;18;;43.9452392779, 2.61731670514
12025;BELMONT SUR RANCE;12370;12;BELMONT SUR RANCE;17;;43.8037612905, 2.74262599071
12067;LE CLAPIER;12540;12;LE CLAPIER;10;;43.8787455208, 3.14987374669
12073;COMPS LA GRAND VILLE;12120;12;COMPS LA GRAND VILLE;20;;44.1738899788, 2.54748951823
12076;CONQUES EN ROUERGUE;12320;12;CONQUES EN ROUERGUE;19;NOAILHAC;44.5837975359, 2.46440638377
12099;FAYET;12360;12;FAYET;5;;43.7904240706, 2.95795996186
12100;FIRMI;12300;12;FIRMI;5;;44.5947922935, 2.27515362111
12110;GOLINHAC;12140;12;GOLINHAC;8;;44.6558037135, 2.58164635516
12127;LEDERGUES;12170;12;LEDERGUES;9;;44.0745006665, 2.51889903328
12129;LESTRADE ET THOUELS;12430;12;LESTRADE ET THOUELS;19;;44.0864778708, 2.70135704539
12144;MELJAC;12120;12;MELJAC;6;;44.1738899788, 2.54748951823
17187;GUITINIERES;17500;17;GUITINIERES;11;;45.4259589472, -0.405217175017
17189;HIERS BROUAGE;17320;17;HIERS BROUAGE;13;BROUAGE;45.8153693416, -1.06418747186
17213;LOZAY;17330;17;LOZAY;5;;46.0720131414, -0.537761612813
17254;NACHAMPS;17380;17;NACHAMPS;8;;45.9787686302, -0.680153672786
17264;NIEUL SUR MER;17137;17;NIEUL SUR MER;13;;46.2222024122, -1.1457029757
17270;OZILLAC;17500;17;OZILLAC;7;;45.4259589472, -0.405217175017
17311;ST AUGUSTIN;17570;17;ST AUGUSTIN;11;;45.6992032727, -1.14778686925
17319;STE COLOMBE;17210;17;STE COLOMBE;11;;45.2420879746, -0.290555313781
17326;ST EUGENE;17520;17;ST EUGENE;9;;45.5124153157, -0.33659310314
17328;ST FORT SUR GIRONDE;17240;17;ST FORT SUR GIRONDE;19;;45.4692153488, -0.625972195864
17337;ST GEORGES D OLERON;17190;17;ST GEORGES D OLERON;19;;45.9760434465, -1.32419340484
17337;ST GEORGES D OLERON;17190;17;ST GEORGES D OLERON;19;CHERAY;45.9760434465, -1.32419340484
17351;ST JUST LUZAC;17320;17;ST JUST LUZAC;13;LUZAC;45.8153693416, -1.06418747186
17361;ST MARTIAL;17330;17;ST MARTIAL;10;;46.0720131414, -0.537761612813
17362;ST MARTIAL DE MIRAMBEAU;17150;17;ST MARTIAL DE MIRAMBEAU;23;;45.37045546, -0.599761986367
17375;ST NAZAIRE SUR CHARENTE;17780;17;ST NAZAIRE SUR CHARENTE;23;;45.9139828968, -1.03532159537
17376;ST OUEN D AUNIS;17230;17;ST OUEN D AUNIS;15;;46.286014889, -1.01509211949
17389;STE RADEGONDE;17250;17;STE RADEGONDE;13;;45.8269638695, -0.827951062976
17392;ST ROMAIN SUR GIRONDE;17240;17;ST ROMAIN SUR GIRONDE;21;;45.4692153488, -0.625972195864
17451;LES TOUCHES DE PERIGNY;17160;17;LES TOUCHES DE PERIGNY;22;;45.8684835521, -0.297038681294
17459;VARAIZE;17400;17;VARAIZE;7;;45.947220271, -0.4881385622
17461;VAUX SUR MER;17640;17;VAUX SUR MER;12;;45.6445589679, -1.05904325775
